ID,NAME_EN,NAME_ZH
801.73,"Fracture of base of skull, open with subarachnoid, subdural, and extradural hemorrhage, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併中度(1～24小時)意識喪失
801.74,"Fracture of base of skull, open with subarachnoid, subdural, and extradural hemorrhage, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪失，同時神智回復到先前意識水準
801.75,"Fracture of base of skull, open with subarchnoid, subdural, and extradural hemorrhage, with prolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
801.76,"Fracture of base of skull, open with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併意識喪失但未明示時間
801.79,"Fracture of base of skull, open with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",顱骨底部開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併腦震盪
801.80,"Fracture of base of skull, open with other and unspecified intracranial hemorrhage, unspecified state of consciousness",顱骨底部開放性骨折伴有其他顱內出血，未明示意識狀態
801.81,"Fracture of base of skull, open with other and unspecified intracranial hemorrhage, with no loss of consciousness",顱骨底部開放性骨折伴有其他顱內出血，合併無意識喪失
801.82,"Fracture of base of skull, open with other and unspecified intracranial hemorrhage, with brief(less than 1 hour) loss of consciousness",顱骨底部開放性骨折伴有其他顱內出血，合併暫時性(1小時以內)意識喪失
801.83,"Fracture of base of skull, open with other and unspecified intracranial hemorrhage, with moderate(1-24hours) loss of consciousness and return to pre-existing conscious level",顱骨底部開放性骨折伴有其他顱內出血，合併中度(1～24小時)意識喪失
801.84,"Fracture of base of skull, open with other and unspecified intranial hemorrhage, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",顱骨底部開放性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，同時神智回復到先前意識水準
801.85,"Fracture of base of skull, open with other and unspecified intranial hemorrhage, with prolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",顱骨底部開放性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
801.86,"Fracture of base of skull, open with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",顱骨底部開放性骨折伴有其他顱內出血，合併意識喪失但未明示時間
801.89,"Fracture of base of skull, open with other and unspecified intracranial hemorrhage, with concussion, unspecified",顱骨底部開放性骨折伴有其他顱內出血，合併腦震盪
801.90,"Fracture of base of skull, open with intracranial injury of other and unspecified nature, unspecified state of consciousness",顱骨底部開放性骨折伴有其他顱內損傷，未明示意識狀態
801.91,"Fracture of base of skull, open with intracranial injury of other and unspecified nature, with no loss consciousness",顱骨底部開放性骨折伴有其他顱內損傷，合併無意識喪失
801.92,"Fracture of base of skull, open with intracranial injury of other and unspecified nature, with brief(less than 1 hour) loss of consciousness",顱骨底部開放性骨折伴有其他顱內損傷，合併暫時性(1小時以內)意識喪失
801.93,"Fracture of base of skull, open with intracranial injury of other and unspecified nature, with moderate(1-24hours) loss of consciousness and return to pre-existing conscious level",顱骨底部開放性骨折伴有其他顱內損傷，合併中度(1～24小時)意識喪失
801.94,"Fracture of base of skull, open with intracranial injury of other and unspecified nature, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",顱骨底部開放性骨折伴有其他顱內損傷，合併長期(24小時以上)喪失意識，同時神智回復到先前意識水準
801.95,"Fracture of base of skull, open with intracranial injury of other and unspecified nature, with prolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",顱骨底部開放性骨折伴有其他顱內損傷，合併長期(24小時以上)喪失意識，神智未回復到先前意識水準
801.96,"Fracture of base of skull, open with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",顱骨底部開放性骨折伴有其他顱內損傷，合併意識喪失但未明示時間
801.99,"Fracture of base of skull, open with intracranial injury of other and unspecified nature, with concussion, unspecified",顱骨底部開放性骨折伴有其他顱內損傷，合併腦震盪
802.0,"Fracture of nasal bones, closed",鼻骨閉鎖性骨折
802.1,"Fracture of nasal bones, open",鼻骨開放性骨折
802.20,"Fracture of mandible, closed, unspecified site",下頷骨閉鎖性骨折
802.21,"Fracture of mandible, closed, condylar process",下頷骨髁狀突閉鎖性骨折
802.22,"Fracture of mandible, closed, subcondylar",下頷骨下髁閉鎖性骨折
802.23,"Fracture of mandible, closed, coronoid process",下頷骨喙狀突閉鎖性骨折
802.24,"Fracture of mandible, closed, ramus, unspecified",下頷骨枝閉鎖性骨折
802.25,"Fracture of mandible, closed, angle of jaw",頷角閉鎖性骨折
802.26,"Fracture of mandible, closed, symphysis of body",下頷骨聯合體閉鎖性骨折
802.27,"Fracture of mandible, closed, alveolar border of",body下頷體齒槽邊緣閉鎖性骨折
802.28,"Fracture of mandible, closed, body, other and unspecified",其他下頷體閉鎖性骨折
802.29,"Fracture of mandible, closed, mutiple sites",下頷骨多處閉鎖性骨折
802.30,"Fracture of mandible, open, unspecified site",下頷骨開放性骨折
802.31,"Fracture of mandible, open, condylar process",下頷骨髁狀突開放性骨折
802.32,"Fracture of mandible, open, subcondylar",下頷骨下髁開放性骨折
802.33,"Fracture of mandible, open, coronoid process",下頷骨喙狀突開放性骨折
802.34,"Fracture of mandible, open, ramus, unspecified",下頷骨枝開放性骨折
802.35,"Fracture of mandible, open, angle of jaw",頷角開放性骨折
802.36,"Fracture of mandible, open, symphysis of body",下頷骨聯合體開放性骨折
802.37,"Fracture of mandible, open, alveolar border of body",下頷體齒槽邊緣開放性骨折
802.38,"Fracture of mandible, open, body, other and",unspecified其他下頷體開放性骨折
802.39,"Fracture of mandible, open, multiple sites",下頷骨開放性多處骨折
802.4,"Fracture of malar and maxillary bones, closed",顴骨及上頷骨閉鎖性骨折
802.5,"Fracture of malar and maxillary bones, open",顴骨及上頷骨開放性骨折
802.6,"Fracture of orbital floor(blow-out), closed",眶底閉鎖性骨折
802.7,"Fracture of orbital floor(blow-out), open",眶底開放性骨折
802.8,"Fracture of other facial bones, closed",其他顏面骨閉鎖性骨折
802.9,"Fracture of other facial bones, open",其他顏面骨開放性骨折
803.00,"Other and unqualified skull fracture, closed without mention of intracranial injury, unspecified state of consciousness",其他顱骨閉鎖性骨折未提及顱內損傷，未明示意識狀態
803.01,"Other and unqualified skull fracture, closed without mention of intracranial injury, with no loss consciousness",其他顱骨閉鎖性骨折未提及顱內損傷，合併無意識喪失
803.02,"Other and unqualified skull fracture, closed without mention of intracranial injury, with brief(less than one hour) loss of consciousness",其他顱骨閉鎖性骨折未提及顱內損傷，合併暫時性(1小時以內)意識喪失
803.03,"Other and unqualified skull fracture, closed without mention of intracranial injury, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨閉鎖性骨折未提及顱內損傷，合併中度(1～24小時)意識喪失
803.04,"Other and unqualified skull fracture, closed without mention of intracranial injury, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，同時神智有回復到先前的意識水準
803.05,"Other and unqualified skull fracture, closed without mention of intracranial injury, with prolonged loss(more than 24 hours) of consciousness, without return to pre-existing conscious level",其他顱骨閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
803.06,"Other and unqualified skull fracture, closed without mention of intracranial injury, with loss of consciousness of unspecified duration",其他顱骨閉鎖性骨折未提及顱內損傷，合併意識喪失但未明示時間
803.09,"Other and unqualified skull fracture, closed without mention of intracranial injury, with concussion, unspecified",其他顱骨閉鎖性骨折未提及顱內損傷，合併腦震盪
803.10,"Other and unqualified skull fracture, closed with cerebral laceration and contusion, unspecified state of consciousness",其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，未明示意識狀態
803.11,"Other and unqualified skull fracture, closed with cerebral laceration and contusion, with no loss consciousness",其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併無意識喪失
803.12,"Other and unqualified skull fracture, closed with cerebral laceration and contusion, with brief(less than one hour) loss of consciousness",其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失
803.13,"Other and unqualified skull fracture, closed with cerebral laceration and contusion, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意識喪失
803.14,"Other and unqualified skull fracture, closed with cerebral laceration and contusion, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，同時神智回復到先前意識水準
803.15,"Other and unqualified skull fracture, closed with cerebral laceration and contusion, with rolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
803.16,"Other and unqualified skull fracture, closed with cerebral laceration and contusion, with loss of consciousness of unspecified duration",其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併意識喪失但未明示時間
803.19,"Other and unqualified skull fracture, closed with cerebral laceration and contusion, with concussion, unspecified",其他顱骨閉鎖性骨折伴有腦撕裂傷及挫傷，合併腦震盪
803.20,"Other and unqualified skull fracture, closed with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness",其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，未明示意識狀態
803.21,"Other and unqualified skull fracture, closed with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併無意識喪失
803.22,"Other and unqualified skull fracture, closed with subarachnoid, subdural, and extradural hemorrhage, with brief(less than one hour) loss of consciousness",其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併暫時性(1小時以內)意識喪失
803.23,"Other and unqualified skull fracture, closed with subarachnoid, subdural, and extradural hemorrhage, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併中度(1～24小時)意識喪失
803.24,"Other and unqualified skull fracture, closed with subarachnoid, subdural, and extradural hemorrhag, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪失，同時神智回復到先前意識水準
803.25,"Other and unqualified skull fracture, closed with subarachnoid, subdural, and extradural hemorrhage, with prolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
803.26,"Other and unqualified skull fracture, closed with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併意識喪失但未明示時間
803.29,"Other and unqualified skull fracture, closed with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",其他顱骨閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併腦震盪
803.30,"Other and unqualified skull fracture, closed with other and unspecified intracranial hemorrhage, unspecified state of consciousness",其他顱骨閉鎖性骨折伴有其他顱內出血，未明示意識狀態
803.31,"Other and unqualified skull fracture, closed with other and unspecified intracranial hemorrhage, with no loss of consciousness",其他顱骨閉鎖性骨折伴有其他顱內出血，合併無意識喪失
803.32,"Other and unqualified skull fracture, closed with other and unspecified intracranial hemorrhage, with brief(less than one hour) loss of consciousness",其他顱骨閉鎖性骨折伴有其他顱內出血，合併暫時性(1小時以內)意識喪失
803.33,"Other and unqualified skull fracture, closed with other and unspecified intracranial hemorrhage, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有其他顱內出血，合併中度(1～24小時)意識喪失
803.34,"Other and unqualified skull fracture, closed with other and unspecified intracranial hemorrhage, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，同時神智回復到先前意識水準
803.35,"Other and unqualified skull fracture, closed with other and unspecified intracranial hemorrhage,with prolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
803.36,"Other and unqualified skull fracture, closed with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",其他顱骨閉鎖性骨折伴有其他顱內出血，合併意識喪失但未明示時間
803.39,"Other and unqualified skull fracture, closed with other and unspecified intracranial hemorrhage, with concussion, unspecified",其他顱骨閉鎖性骨折伴有其他顱內出血，合併腦震盪
803.40,"Other and unqualified skull fracture, closed with intracranial injury of other and unspecified nature, unspecified state of consciousness",其他顱骨閉鎖性骨折伴有其他顱內損傷，未明示意識狀態
803.41,"Other and unqualified skull fracture, closed with intracranial injury of other and unspecified nature, with no loss consciousness",其他顱骨閉鎖性骨折伴有其他顱內損傷，合併無意識喪失
803.42,"Other and unqualified skull fracture, closed with intracranial injury of other and unspecified nature, with brief(less than one hour) loss of consciousness",其他顱骨閉鎖性骨折伴有其他顱內損傷，合併暫時性(1小時以內)意識喪失
803.43,"Other and unqualified skull fracture, closed with intracranial injury of other and unspecified nature, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有其他顱內損傷，合併中度(1～24小時)意識喪失
803.44,"Other and unqualified skull fracture, closed with intracranial injury of other and unspecified nature, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有其他顱內損傷，合併長期(24小時以上)意識喪失，同時神智回復到先前意識水準
803.45,"Other and unqualified skull fracture, closed with intracranial injury of other and unspecified nature, with prolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",其他顱骨閉鎖性骨折伴有其他顱內損傷，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
803.46,"Other and unqualified skull fracture, closed with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",其他顱骨閉鎖性骨折伴有其他顱內損傷，合併意識喪失但未明示時間
803.49,"Other and unqualified skull fracture, closed with intracranial injury of other and unspecified nature, with concussion, unspecified",其他顱骨閉鎖性骨折伴有其他顱內損傷，合併腦震盪
803.50,"Other and unqualified skull fracture, open without mention of intracranial injury, unspecified state of consciousness",其他顱骨開放性骨折未提及顱內損傷，未明示意識狀態
803.51,"Other and unqualified skull fracture, open without mention of intracranial injury, with no loss consciousness",其他顱骨開放性骨折未提及顱內損傷，合併無意識喪失
803.52,"Other and unqualified skull fracture, open without mention of intracranial injury, with brief(less than one hour) loss of consciousness",其他顱骨開放性骨折未提及顱內損傷，合併暫時性(1小時以內)意識喪失
803.53,"Other and unqualified skull fracture, open without mention of intracranial injury, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨開放性骨折未提及顱內損傷，合併中度(1～24小時)意識喪失
803.54,"Other and unqualified skull fracture, open without mention of intracranial injury, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨開放性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，同時神智回復意識到先前意識水準
803.55,"Other and unqualified skull fracture, open without mention of intracranial injury, with prolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",其他顱骨開放性骨折未提及顱內損傷，合併長期(24小時以上)喪失意識，神智未回復到先前意識水準
803.56,"Other and unqualified skull fracture, open without mention of intracranial injury, with loss of consciousness of unspecified duration",其他顱骨開放性骨折未提及顱內損傷，合併意識喪失但未明示時間
803.59,"Other and unqualified skull fracture, open without mention of intracranial injury, with concussion,unspecified",其他顱骨開放性骨折未提及顱內損傷，合併腦震盪
803.60,"Other and unqualified skull fracture, open with cerebral laceration and contusion, unspecified state of consciousness",其他顱骨開放性骨折伴有腦撕裂傷及挫傷，未明示意識狀態
803.61,"Other and unqualified skull fracture, open with cerebral laceration and contusion, with no loss consciousness",其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併無意識喪失
803.62,"Other and unqualified skull fracture, open with cerebral laceration and contusion, with brief(less than 1 hour) loss of consciousness",其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失
803.63,"Other and unqualified skull fracture, open with cerebral laceration and contusion, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意識喪失
803.64,"Other and unqualified skull fracture, open with cerebral laceration and contusion, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，同時神智回復到先前意識水準
803.65,"Other and unqualified skull fracture, open with cerebral laceration and contusion, with prolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
803.66,"Other and unqualified skull fracture, open with cerebral laceration and contusion, with loss of consciousness of unspecified duration",其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併意識喪失但未明示時間
803.69,"Other and unqualified skull fracture, open with cerebral laceration and contusion, with concussion, unspecified",其他顱骨開放性骨折伴有腦撕裂傷及挫傷，合併腦震盪
803.70,"Other and unqualified skull fracture, open with subarachnoid, subdural, and extradural hemorrhage, unspecified state of","consciousness,其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，未明示意識狀態"
803.71,"Other and unqualified skull fracture, open with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併無意識喪失
803.72,"Other and unqualified skull fracture, open with subarachnoid, subdural, and extradural hemorrhage, with brief(less than one hour) loss of consciousness",其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併暫時性(1小時以內)意識喪失
803.73,"Other and unqualified skull fracture, open with subarachnoid, subdural, and extradural hemorrhage, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併中度(1～24小時)意識喪失
803.74,"Other and unqualified skull fracture, open with subarachnoid, subdural, and extradural hemorrhage, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪失，同時神智回復到先前意識水準
803.75,"Other and unqualified skull fracture, open with subarchnoid, subdural, and extradural hemorrhage, with prolonged(more than 24 hours)loss of consciousness, without return to pre-existing conscious level",其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
803.76,"Other and unqualified skull fracture, open with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration",其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併意識喪失但未明示時間
803.79,"Other and unqualified skull fracture, open with subarachnoid, subdural, and extradural hemorrhage, with concussion, unspecified",其他顱骨開放性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併腦震盪
803.80,"Other and unqualified skull fracture, open with other and unspecified intracranial hemorrhage, unspecified state of consciousness",其他顱骨開放性骨折伴有其他顱內出血，未明示意識狀態
803.81,"Other and unqualified skull fracture, open with other and unspecified intracranial hemorrhage, with no loss of consciousness",其他顱骨開放性骨折伴有其他顱內出血，合併無意識喪失
803.82,"Other and unqualified skull fracture, open with other and unspecified intracranial hemorrhage, with brief(less than 1 hour) loss of consciousness",其他顱骨開放性骨折伴有其他顱內出血，合併暫時性(1小時以內)意識喪失
803.83,"Other and unqualified skull fracture, open with other and unspecified intracranial hemorrhage, with moderate(1-24hours) loss of consciousness and return to pre-existing conscious level",其他顱骨開放性骨折伴有其他顱內出血，合併中度(1～24小時)意識喪失
803.84,"Other and unqualified skull fracture, open with other and unspecified intranial hemorrhage, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨開放性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，同時神智回復到先前意識水準
803.85,"Other and unqualified skull fracture, open with other and unspecified intranial hemorrhage, with prolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",其他顱骨開放性骨折伴有其他顱內出血，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
803.86,"Other and unqualified skull fracture, open with other and unspecified intracranial hemorrhage, with loss of consciousness of unspecified duration",其他顱骨開放性骨折伴有其他顱內出血，合併意識喪失但未明示時間
803.89,"Other and unqualified skull fracture, open with other and unspecified intracranial hemorrhage, with concussion, unspecified",其他顱骨開放性骨折伴有其他顱內出血，合併腦震盪
803.90,"Other and unqualified skull fracture, open with intracranial injury of other and unspecified nature, unspecified state of consciousness",其他顱骨開放性骨折伴有其他顱內損傷，未明示意識狀態
803.91,"Other and unqualified skull fracture, open with intracranial injury of other and unspecified nature, with no loss consciousness",其他顱骨開放性骨折伴有其他顱內損傷，合併無意識喪失
803.92,"Other and unqualified skull fracture, open with intracranial injury of other and unspecified nature, with brief(less than 1 hour) loss of consciousness",其他顱骨開放性骨折伴有其他顱內損傷，合併暫時性(1小時以內)意識喪失
803.93,"Other and unqualified skull fracture, open with intracranial injury of other and unspecified nature, with moderate(1-24hours) loss of consciousness and return to pre-existing conscious level",其他顱骨開放性骨折伴有其他顱內損傷，合併中度(1～24小時))意識喪失
803.94,"Other and unqualified skull fracture, open with intracranial injury of other and unspecified nature, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",其他顱骨開放性骨折伴有其他顱內損傷，合併長期(24小時以上)喪失意識，同時神智回復到先前意識水準
803.95,"Other and unqualified skull fracture, open with intracranial injury of other and unspecified nature, with prolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",其他顱骨開放性骨折伴有其他顱內損傷，合併長期(24小時以上)喪失意識，神智未回復到先前意識水準
803.96,"Other and unqualified skull fracture, open with intracranial injury of other and unspecified nature, with loss of consciousness of unspecified duration",其他顱骨開放性骨折伴有其他顱內損傷，合併意識喪失但未明示時間
803.99,"Other and unqualified skull fracture, open with intracranial injury of other and unspecified nature, with concussion, unspecified",其他顱骨開放性骨折伴有其他顱內損傷，合併腦震盪
804.00,"Multiple fractures involving skull or face with other bones, closed without mention of intracranial injury, unspecified state of consciousness",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，未明示意識狀態
804.01,"Multiple fractures involving skull or face with other bones, closed without mention of intracranial injury, with no loss consciousness",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併無意識喪失
804.02,"Multiple fractures involving skull or face with other bones, closed without mention of intracranial injury, with brief(less than one hour) loss of consciousness",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併暫時性(1小時以內)意識喪失
804.03,"Multiple fractures involving skull or face with other bones, closed without mention of intracranial injury, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併中度(1～24小時)意識喪失
804.04,"Multiple fractures involving skull or face with other bones, closed without mention of intracranial injury, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，同時神智有回復到先前的意識水準
804.05,"Multiple fractures involving skull or face with other bones, closed without mention of intracranial injury, with prolonged loss(more than 24 hours) of consciousness, without return to pre-existing conscious level",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
804.06,"Multiple fractures involving skull or face with other bones, closed without mention of intracranial injury, with loss of consciousness of unspecified duration",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併意識喪失但未明示時間
804.09,"Multiple fractures involving skull or face with other bones, closed without mention of intracranial injury, with concussion, unspecified",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折未提及顱內損傷，合併腦震盪
804.10,"Multiple fractures involving skull or face with other bones, closed with cerebral laceration and contusion, unspecified state of consciousness",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，未明示意識狀態
804.11,"Multiple fractures involving skull or face with other bones, closed with cerebral laceration and contusion, with no loss consciousness",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併無意識喪失
804.12,"Multiple fractures involving skull or face with other bones, closed with cerebral laceration and contusion, with brief(less than one hour) loss of consciousness",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併暫時性(1小時以內)意識喪失
804.13,"Multiple fractures involving skull or face with other bones, closed with cerebral laceration and contusion, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併中度(1～24小時)意識喪失
804.14,"Multiple fractures involving skull or face with other bones, closed with cerebral laceration and contusion, with prolonged(more than 24 hours) loss of consciousness and return to pre-existing conscious level",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，同時神智回復到先前意識水準
804.15,"Multiple fractures involving skull or face with other bones, closed with cerebral laceration and contusion, with prolonged(more than 24 hours) loss of consciousness, without return to pre-existing conscious level",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併長期(24小時以上)意識喪失，神智未回復到先前意識水準
804.16,"Multiple fractures involving skull or face with other bones, closed with cerebral laceration and contusion, with loss of consciousness of unspecified duration",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併意識喪失但未明示時間
804.19,"Multiple fractures involving skull or face with other bones, closed with cerebral laceration and contusion, with concussion, unspecified",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有腦撕裂傷及挫傷，合併腦震盪
804.20,"Multiple fractures involving skull or face with other bones, closed with subarachnoid, subdural,and extradural hemorrhage, unspecified state of consciousness",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，未明示意識狀態
804.21,"Multiple fractures involving skull or face with other bones, closed with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併無意識喪失
804.22,"Multiple fractures involving skull or face with other bones, closed with subarachnoid, subdural, and extradural hemorrhage, with brief(less than one hour) loss of consciousness",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併暫時性(1小時以內)意識喪失
804.23,"Multiple fractures involving skull or face with other bones, closed with subarachnoid, subdural, and extradural hemorrhage, with moderate(1-24 hours) loss of consciousness and return to pre-existing conscious level",侵及顱骨或顏面骨併其他骨之多處閉鎖性骨折伴有蜘蛛膜下、硬腦膜下及硬腦膜外出血，合併中度(1～24小時)意識喪失
